Date,Close,High,Low,Open,Volume
2010-06-01,33.70964813232422,34.024276401915664,33.62897532177735,33.725783309927685,770300
2010-06-02,33.88309097290039,33.93956254499097,33.762078702723514,33.854855186855104,1414500
2010-06-03,33.89521408081055,34.044462236089295,33.76613567643797,33.97185544128773,877200
2010-06-04,33.70563888549805,33.943629087070036,33.612865391432265,33.685472206448985,1439000
2010-06-07,33.4716796875,33.99202483483308,33.4716796875,33.66933033681493,992900
2010-06-08,33.52412033081055,33.68950062481785,33.298233850225934,33.68950062481785,1085200
2010-06-09,33.59672164916992,33.66125931415979,33.48377842733366,33.60075621494178,1081900
2010-06-10,33.93958282470703,33.93958282470703,33.62898899262158,33.72579702012628,588200
2010-06-11,33.98798370361328,33.99604975584966,33.717723252889776,33.758062746485514,468300
2010-06-14,34.03237533569336,34.16548528192903,33.983969760488385,34.02430620108929,843100
2010-06-15,34.36314010620117,34.45994818204991,34.10901467557254,34.14531962743659,1387200
2010-06-16,34.39137649536133,34.415577745357815,34.20582639795055,34.282464715430535,1877200
2010-06-17,34.64949035644531,34.665625528880625,34.431670144772795,34.48814170956165,1097000
2010-06-18,34.79875183105469,34.82295613992952,34.66160741647131,34.681777160955185,734300
2010-06-21,34.92384338378906,35.02065151071757,34.87947235113956,35.00048174043148,1094400
2010-06-22,34.673736572265625,34.931893511300416,34.536592044798034,34.8915570666025,1011000
2010-06-23,34.64949035644531,34.72612857867621,34.40343436237836,34.70192735875797,882300
2010-06-24,34.41152572631836,34.597075729628834,34.36715473884502,34.576909057350235,613600
2010-06-25,34.56884765625,34.58498284416384,34.38733217779606,34.54061184676889,536500
2010-06-28,34.645484924316406,34.77052876899164,34.55674294004158,34.617249118180965,682200
2010-06-29,34.29856872558594,34.52042357376677,34.096883619047176,34.516389009944255,1354400
2010-06-30,34.24614334106445,34.334885310487294,34.08882915071362,34.22597359256961,1111300
2010-07-01,34.409908294677734,34.42616275653459,33.914158058819226,34.320510304575826,2044000
2010-07-02,34.41804504394531,34.60090547347457,34.336775808747376,34.36115595926224,880400
2010-07-06,34.690277099609375,34.70653155432692,34.48303667723588,34.625259280739165,1176600
2010-07-07,35.108848571777344,35.141357508378725,34.62122382342513,34.694367380666826,1173900
2010-07-08,35.27137756347656,35.287628925753054,34.995057901450366,35.21448849484367,1525200
2010-07-09,35.190086364746094,35.27135863361899,35.13726171514376,35.27135863361899,778800
2010-07-12,35.16165542602539,35.23886333621929,34.88940019564441,35.23479894615085,786500
2010-07-13,35.43391036987305,35.49486381952158,35.15759075165808,35.251053121148665,1464900
2010-07-14,35.40140151977539,35.45829057451847,35.30387476859785,35.37295699240385,640400
2010-07-15,35.45423889160156,35.47455774710105,35.320141885837906,35.336396350193084,565900
2010-07-16,35.23887252807617,35.43798429026884,35.14134884254414,35.429858608233694,1215300
2010-07-19,35.356719970703125,35.44205359490162,35.242941805105126,35.34452989584941,556000
2010-07-20,35.64115905761719,35.824019448628704,35.29576023044692,35.352649303146876,2442800
2010-07-21,35.62491226196289,35.937805329382556,35.5030084086049,35.791518225174876,1376100
