DATE,OPEN,HIGH,LOW,CLOSE
01/03/2006,31.340000,31.340000,31.340000,31.340000
01/04/2006,31.120000,31.120000,31.120000,31.120000
01/05/2006,30.920000,30.920000,30.920000,30.920000
01/06/2006,30.240000,30.240000,30.240000,30.240000
01/09/2006,30.150000,30.150000,30.150000,30.150000
01/10/2006,29.900000,29.900000,29.900000,29.900000
01/11/2006,30.230000,30.230000,30.230000,30.230000
01/12/2006,30.570000,30.570000,30.570000,30.570000
01/13/2006,31.150000,31.150000,31.150000,31.150000
01/17/2006,32.280000,32.280000,32.280000,32.280000
01/18/2006,32.370000,32.370000,32.370000,32.370000
01/19/2006,32.120000,32.120000,32.120000,32.120000
01/20/2006,35.990000,35.990000,35.990000,35.990000
01/23/2006,36.490000,36.490000,36.490000,36.490000
01/24/2006,34.290000,34.290000,34.290000,34.290000
01/25/2006,33.680000,33.680000,33.680000,33.680000
01/26/2006,33.010000,33.010000,33.010000,33.010000
01/27/2006,30.830000,30.830000,30.830000,30.830000
01/30/2006,31.670000,31.670000,31.670000,31.670000
01/31/2006,32.480000,32.480000,32.480000,32.480000
02/01/2006,30.970000,30.970000,30.970000,30.970000
02/02/2006,33.010000,33.010000,33.010000,33.010000
02/03/2006,31.620000,31.620000,31.620000,31.620000
02/06/2006,30.340000,30.340000,30.340000,30.340000
02/07/2006,32.770000,32.770000,32.770000,32.770000
02/08/2006,31.220000,31.220000,31.220000,31.220000
02/09/2006,32.330000,32.330000,32.330000,32.330000
02/10/2006,31.850000,31.850000,31.850000,31.850000
02/13/2006,32.800000,32.800000,32.800000,32.800000
02/14/2006,30.880000,30.880000,30.880000,30.880000
02/15/2006,30.200000,30.200000,30.200000,30.200000
02/16/2006,27.900000,27.900000,27.900000,27.900000
02/17/2006,30.010000,30.010000,30.010000,30.010000
02/21/2006,31.380000,31.380000,31.380000,31.380000
02/22/2006,30.020000,30.020000,30.020000,30.020000
02/23/2006,30.150000,30.150000,30.150000,30.150000
02/24/2006,30.190000,30.190000,30.190000,30.190000
02/27/2006,30.710000,30.710000,30.710000,30.710000
02/28/2006,33.760000,33.760000,33.760000,33.760000
03/01/2006,31.120000,31.120000,31.120000,31.120000
03/02/2006,30.930000,30.930000,30.930000,30.930000
03/03/2006,31.680000,31.680000,31.680000,31.680000
03/06/2006,34.220000,34.220000,34.220000,34.220000
03/07/2006,35.410000,35.410000,35.410000,35.410000
03/08/2006,35.100000,35.100000,35.100000,35.100000
03/09/2006,36.990000,36.990000,36.990000,36.990000
03/10/2006,35.130000,35.130000,35.130000,35.130000
03/13/2006,33.400000,33.400000,33.400000,33.400000
03/14/2006,32.270000,32.270000,32.270000,32.270000
03/15/2006,32.600000,32.600000,32.600000,32.600000
03/16/2006,32.890000,32.890000,32.890000,32.890000
03/17/2006,34.520000,34.520000,34.520000,34.520000
03/20/2006,37.100000,37.100000,37.100000,37.100000
03/21/2006,35.320000,35.320000,35.320000,35.320000
03/22/2006,36.010000,36.010000,36.010000,36.010000
03/23/2006,35.860000,35.860000,35.860000,35.860000
03/24/2006,35.520000,35.520000,35.520000,35.520000
03/27/2006,35.700000,35.700000,35.700000,35.700000
03/28/2006,33.910000,33.910000,33.910000,33.910000
03/29/2006,31.500000,31.500000,31.500000,31.500000
03/30/2006,33.530000,33.530000,33.530000,33.530000
03/31/2006,33.860000,33.860000,33.860000,33.860000
04/03/2006,31.910000,31.910000,31.910000,31.910000
04/04/2006,30.340000,30.340000,30.340000,30.340000
04/05/2006,30.640000,30.640000,30.640000,30.640000
04/06/2006,29.380000,29.380000,29.380000,29.380000
04/07/2006,31.890000,31.890000,31.890000,31.890000
04/10/2006,31.700000,31.700000,31.700000,31.700000
04/11/2006,34.800000,34.800000,34.800000,34.800000
04/12/2006,34.650000,34.650000,34.650000,34.650000
04/13/2006,34.280000,34.280000,34.280000,34.280000
04/17/2006,33.540000,33.540000,33.540000,33.540000
04/18/2006,29.770000,29.770000,29.770000,29.770000
04/19/2006,28.840000,28.840000,28.840000,28.840000
04/20/2006,28.920000,28.920000,28.920000,28.920000
04/21/2006,29.540000,29.540000,29.540000,29.540000
04/24/2006,28.560000,28.560000,28.560000,28.560000
04/25/2006,29.300000,29.300000,29.300000,29.300000
04/26/2006,31.300000,31.300000,31.300000,31.300000
04/27/2006,30.360000,30.360000,30.360000,30.360000
04/28/2006,30.030000,30.030000,30.030000,30.030000
05/01/2006,31.870000,31.870000,31.870000,31.870000
05/02/2006,30.430000,30.430000,30.430000,30.430000
05/03/2006,30.300000,30.300000,30.300000,30.300000
05/04/2006,29.630000,29.630000,29.630000,29.630000
05/05/2006,28.720000,28.720000,28.720000,28.720000
05/08/2006,30.590000,30.590000,30.590000,30.590000
05/09/2006,29.750000,29.750000,29.750000,29.750000
05/10/2006,29.650000,29.650000,29.650000,29.650000
05/11/2006,30.930000,30.930000,30.930000,30.930000
05/12/2006,34.720000,34.720000,34.720000,34.720000
05/15/2006,33.130000,33.130000,33.130000,33.130000
05/16/2006,32.780000,32.780000,32.780000,32.780000
05/17/2006,40.580000,40.580000,40.580000,40.580000
05/19/2006,36.690000,36.690000,36.690000,36.690000
05/22/2006,38.020000,38.020000,38.020000,38.020000
05/23/2006,41.400000,41.400000,41.400000,41.400000
05/24/2006,37.470000,37.470000,37.470000,37.470000
05/25/2006,35.360000,35.360000,35.360000,35.360000
05/26/2006,33.730000,33.730000,33.730000,33.730000
05/30/2006,43.990000,43.990000,43.990000,43.990000
05/31/2006,38.230000,38.230000,38.230000,38.230000
06/01/2006,33.830000,33.830000,33.830000,33.830000
06/02/2006,35.320000,35.320000,35.320000,35.320000
06/05/2006,40.520000,40.520000,40.520000,40.520000
06/06/2006,42.340000,42.340000,42.340000,42.340000
06/07/2006,45.210000,45.210000,45.210000,45.210000
06/08/2006,46.020000,46.020000,46.020000,46.020000
06/09/2006,44.830000,44.830000,44.830000,44.830000
06/12/2006,49.860000,49.860000,49.860000,49.860000
06/13/2006,52.950000,52.950000,52.950000,52.950000
06/14/2006,46.020000,46.020000,46.020000,46.020000
06/15/2006,33.140000,33.140000,33.140000,33.140000
06/16/2006,38.640000,38.640000,38.640000,38.640000
06/19/2006,44.550000,44.550000,44.550000,44.550000
06/20/2006,42.070000,42.070000,42.070000,42.070000
06/21/2006,37.370000,37.370000,37.370000,37.370000
06/22/2006,39.260000,39.260000,39.260000,39.260000
06/23/2006,40.260000,40.260000,40.260000,40.260000
06/26/2006,37.440000,37.440000,37.440000,37.440000
06/27/2006,40.090000,40.090000,40.090000,40.090000
06/28/2006,38.890000,38.890000,38.890000,38.890000
06/29/2006,31.070000,31.070000,31.070000,31.070000
06/30/2006,33.720000,33.720000,33.720000,33.720000
07/03/2006,32.920000,32.920000,32.920000,32.920000
07/05/2006,36.250000,36.250000,36.250000,36.250000
07/06/2006,36.410000,36.410000,36.410000,36.410000
07/07/2006,38.710000,38.710000,38.710000,38.710000
07/10/2006,37.690000,37.690000,37.690000,37.690000
07/11/2006,35.390000,35.390000,35.390000,35.390000
07/12/2006,38.650000,38.650000,38.650000,38.650000
07/13/2006,45.950000,45.950000,45.950000,45.950000
07/14/2006,44.180000,44.180000,44.180000,44.180000
07/17/2006,44.900000,44.900000,44.900000,44.900000
07/18/2006,41.800000,41.800000,41.800000,41.800000
07/19/2006,38.170000,38.170000,38.170000,38.170000
07/20/2006,41.100000,41.100000,41.100000,41.100000
07/21/2006,46.100000,46.100000,46.100000,46.100000
07/24/2006,38.550000,38.550000,38.550000,38.550000
07/25/2006,37.970000,37.970000,37.970000,37.970000
07/26/2006,37.410000,37.410000,37.410000,37.410000
07/27/2006,38.220000,38.220000,38.220000,38.220000
07/28/2006,38.070000,38.070000,38.070000,38.070000
