,0
2010-10-06,0.7544202172895303
2010-10-07,0.7418329569529813
2010-10-08,0.7522244721732778
2010-10-11,0.7610701636766273
2010-10-12,0.7730261087167717
2010-10-13,0.7671307696977938
2010-10-14,0.7811117841270264
2010-10-15,0.7859622333545802
2010-10-18,0.7658760374755208
2010-10-19,0.732946393927459
2010-10-20,0.7405009218876
2010-10-21,0.7679834467952573
2010-10-22,0.7516214131179305
2010-10-25,0.6755871661878639
2010-10-26,0.6644739176004869
2010-10-27,0.6629710501929486
2010-10-28,0.6708812138580341
2010-10-29,0.6609353516038807
2010-11-01,0.6653916440900063
2010-11-02,0.6489899802824661
2010-11-03,0.5598977872755324
2010-11-04,0.5816471769735952
2010-11-05,0.6572751187058098
2010-11-08,0.6341856944319119
2010-11-09,0.6375790699746654
2010-11-10,0.6592839370366019
2010-11-11,0.648509827144577
2010-11-12,0.6182224913323279
2010-11-15,0.6883830882797128
2010-11-16,0.6896598204280056
2010-11-17,0.732064810145596
2010-11-18,0.7044357757820432
2010-11-19,0.7399158260101172
2010-11-22,0.7463468313198119
2010-11-23,0.7447579135889515
2010-11-24,0.7809776459806684
2010-11-26,0.8000925642167824
2010-11-29,0.8170123220840383
2010-11-30,0.8171664898448633
2010-12-01,0.8219074145566155
2010-12-02,0.853638469609658
2010-12-03,0.8572963127474453
2010-12-06,0.8442348495686006
2010-12-07,0.8612656423146278
2010-12-08,0.8536049348712658
2010-12-09,0.8361410617911275
2010-12-10,0.8438811004258202
2010-12-13,0.8643632015269826
2010-12-14,0.8439663200350491
2010-12-15,0.8362824667306631
2010-12-16,0.8048153584758231
2010-12-17,0.8027439235881483
2010-12-20,0.7846592903608004
2010-12-21,0.7868892000427128
2010-12-22,0.7886943696638332
2010-12-23,0.7249843326274825
2010-12-27,0.7049911893728447
2010-12-28,0.648545694874921
2010-12-29,0.6528790365210995
2010-12-30,0.633076320317774
2010-12-31,0.40335238073623647
2011-01-03,0.3099550586619845
2011-01-04,0.37627964719779294
2011-01-05,0.36319726640488653
2011-01-06,0.3558107965478914
2011-01-07,0.39613359963017536
2011-01-10,0.38896842869231296
2011-01-11,0.3726305947579864
2011-01-12,0.3739351228346851
2011-01-13,0.4619949506448304
2011-01-14,0.42474903189680274
2011-01-18,0.4068276003855222
2011-01-19,0.41160694067055487
2011-01-20,0.5092695969512672
2011-01-21,0.47981933098289065
2011-01-24,0.46185276099667216
2011-01-25,0.4604619322662484
2011-01-26,0.46161407903324897
2011-01-27,0.424779420331846
2011-01-28,0.3981923149051477
2011-01-31,0.5464106837000361
2011-02-01,0.5396074788194506
2011-02-02,0.5924613474786827
2011-02-03,0.6048178283259469
2011-02-04,0.6107008222811978
2011-02-07,0.6016641237718868
2011-02-08,0.6047413393896635
2011-02-09,0.5981015830477874
2011-02-10,0.5989593706632239
2011-02-11,0.5798413325900156
2011-02-14,0.5757560806204688
2011-02-15,0.5544998175980905
2011-02-16,0.5553776628160219
2011-02-17,0.5333453033954471
2011-02-18,0.5573186328553481
2011-02-22,0.5582786041794984
2011-02-23,0.62762732543634
2011-02-24,0.6107376376594308
2011-02-25,0.6150185394871716
2011-02-28,0.6597994965433995
2011-03-01,0.6027559528097877
2011-03-02,0.6849947785590907
2011-03-03,0.6399638207255891
2011-03-04,0.6920827809857087
2011-03-07,0.7068597057656207
2011-03-08,0.7168630153510092
2011-03-09,0.7097237032501131
2011-03-10,0.6962828716428648
2011-03-11,0.7427183185352777
2011-03-14,0.7483288378864215
2011-03-15,0.7457010080599114
2011-03-16,0.7570124460149398
2011-03-17,0.7801843455406227
2011-03-18,0.7861476679739178
2011-03-21,0.7807161221200555
2011-03-22,0.7986821246746074
2011-03-23,0.7954716443933305
2011-03-24,0.8107856923603558
2011-03-25,0.8161532074241676
2011-03-28,0.8110737433036556
2011-03-29,0.8078769538791932
2011-03-30,0.7946865801934296
2011-03-31,0.8007633030996892
2011-04-01,0.7806406757830532
2011-04-04,0.7761359253520963
2011-04-05,0.7778320777678791
2011-04-06,0.7861087808992996
2011-04-07,0.7881528973146339
2011-04-08,0.7507932953998411
2011-04-11,0.7518279187730689
2011-04-12,0.7249674531654331
2011-04-13,0.7045792740165218
2011-04-14,0.58730621783875
2011-04-15,0.5539766057623284
2011-04-18,0.5613235384596452
2011-04-19,0.5587770782294745
2011-04-20,0.5568456206001705
2011-04-21,0.6085699855850623
2011-04-25,0.5924631800520582
2011-04-26,0.5951099850841816
2011-04-27,0.6047575357016907
2011-04-28,0.5957478898025089
2011-04-29,0.5795339395129929
2011-05-02,0.5738972289884033
2011-05-03,0.5631767700467255
2011-05-04,0.5510523866007601
2011-05-05,0.5846446842692645
2011-05-06,0.6296999873615734
2011-05-09,0.6325637212923882
2011-05-10,0.6218734555205141
2011-05-11,0.6642213248330654
2011-05-12,0.6982300057105458
2011-05-13,0.6861509025093536
2011-05-16,0.7115844474027895
2011-05-17,0.7010654510552533
2011-05-18,0.6471493562431468
2011-05-19,0.636326027048475
2011-05-20,0.605145383704862
2011-05-23,0.6250782413101101
2011-05-24,0.6619379480988402
2011-05-25,0.6340516231502681
2011-05-26,0.595572993602814
2011-05-27,0.5880641670829018
2011-05-31,0.5902487162130902
2011-06-01,0.6346770430911726
2011-06-02,0.7285964848758134
2011-06-03,0.7129338488490692
2011-06-06,0.7133226126654513
2011-06-07,0.7159801776857856
2011-06-08,0.7130228565808565
2011-06-09,0.692046392852887
2011-06-10,0.7076663744148272
2011-06-13,0.7313533693465062
2011-06-14,0.71257119418321
2011-06-15,0.7507701940956487
2011-06-16,0.802302597499502
2011-06-17,0.7924375902186993
2011-06-20,0.7898862811973041
2011-06-21,0.7940237978527453
2011-06-22,0.777546843885033
2011-06-23,0.7862151584035058
2011-06-24,0.784011040956494
2011-06-27,0.7737364352173617
2011-06-28,0.7781199588329343
2011-06-29,0.7720823093400262
2011-06-30,0.743149666846829
2011-07-01,0.7535692233367342
2011-07-05,0.7600806119803569
2011-07-06,0.7411493496557253
2011-07-07,0.7353462007286152
2011-07-08,0.7439701994197468
2011-07-11,0.7557730715686419
2011-07-12,0.7742582228457723
2011-07-13,0.7844080508229624
2011-07-14,0.7752579654925698
2011-07-15,0.7338884718230907
2011-07-18,0.7343883917260525
2011-07-19,0.7572860608488711
2011-07-20,0.7794231097759916
2011-07-21,0.7753236046733775
2011-07-22,0.7748216227376721
2011-07-25,0.7786133103678163
2011-07-26,0.7727259064683287
2011-07-27,0.7681616712172956
2011-07-28,0.7972022233416278
2011-07-29,0.7941648717286635
2011-08-01,0.7912086415539927
2011-08-02,0.7565992094287634
2011-08-03,0.8090579582070443
2011-08-04,0.8102051426952905
2011-08-05,0.8868349339424905
2011-08-08,0.8597851345801362
2011-08-09,0.9178831327476442
2011-08-10,0.9385634229328554
2011-08-11,0.9352489446649934
2011-08-12,0.9456769761540164
2011-08-15,0.9437509150426491
2011-08-16,0.9426107324172018
2011-08-17,0.9412360503529462
2011-08-18,0.9415223834914693
2011-08-19,0.9373724911178312
2011-08-22,0.9382098216713318
2011-08-23,0.9386377157951851
2011-08-24,0.9431603225682603
2011-08-25,0.9430414294960503
2011-08-26,0.9411207290247473
2011-08-29,0.9390391405519944
2011-08-30,0.9440010501384778
2011-08-31,0.9430321726850196
2011-09-01,0.9437205940772961
2011-09-02,0.9385083769031518
2011-09-06,0.9454176939688573
2011-09-07,0.9269823370410424
2011-09-08,0.9185077539123593
2011-09-09,0.9152513280696208
2011-09-12,0.9005901986195651
2011-09-13,0.9072982208262828
2011-09-14,0.912921349079747
2011-09-15,0.9170548476896054
2011-09-16,0.9221682156033505
2011-09-19,0.9148128240662492
2011-09-20,0.917666075910986
2011-09-21,0.9056002418148739
2011-09-22,0.9098783970311088
2011-09-23,0.9147865378520549
2011-09-26,0.9157887002554133
2011-09-27,0.9205332395982375
2011-09-28,0.9071054438617077
2011-09-29,0.9117286863256668
2011-09-30,0.9000351624395838
2011-10-03,0.9036893324411
2011-10-04,0.9028866921359745
2011-10-05,0.8913077102653788
2011-10-06,0.8732111551064206
2011-10-07,0.8809376837424149
2011-10-10,0.8620578982750505
2011-10-11,0.8788506365030179
2011-10-12,0.876158903775355
2011-10-13,0.8712053906172478
2011-10-14,0.8618158781094944
2011-10-17,0.8647181676512564
2011-10-18,0.8659954330135984
2011-10-19,0.8770044964968892
2011-10-20,0.8578376313566227
2011-10-21,0.8359339693388195
2011-10-24,0.8467505790280698
2011-10-25,0.8261433927166578
2011-10-26,0.8399771772547645
2011-10-27,0.8252953906361757
2011-10-28,0.8569310583977745
2011-10-31,0.8411619234086991
2011-11-01,0.8210608799702853
2011-11-02,0.8584706483018016
2011-11-03,0.8684758176513891
2011-11-04,0.866739710251327
2011-11-07,0.878981397604021
2011-11-08,0.8591677310233126
2011-11-09,0.8642480463282022
2011-11-10,0.8968542922124743
2011-11-11,0.9014507134310912
2011-11-14,0.9052236297341286
2011-11-15,0.9055197279987269
2011-11-16,0.9074741569163641
2011-11-17,0.9171389756268375
2011-11-18,0.9186264693738428
2011-11-21,0.9137578716003407
2011-11-22,0.9314856827198107
2011-11-23,0.9232725011417
2011-11-25,0.9314024631448523
2011-11-28,0.9184131719837855
2011-11-29,0.9324397092930078
2011-11-30,0.9328107023891002
2011-12-01,0.9415331957142126
2011-12-02,0.9428922076235813
2011-12-05,0.9305375977712045
2011-12-06,0.9312203424146396
2011-12-07,0.9307817405167069
2011-12-08,0.9258488526342755
2011-12-09,0.9148176174177755
2011-12-12,0.9196723466288989
2011-12-13,0.9147833685465301
2011-12-14,0.9077480667398721
2011-12-15,0.905571539894063
2011-12-16,0.8964146614471638
2011-12-19,0.8909707582811998
2011-12-20,0.8948696637838428
2011-12-21,0.9066575095817081
2011-12-22,0.8948609343193333
2011-12-23,0.8765176613446849
2011-12-27,0.8783775465326363
2011-12-28,0.8684465646166557
2011-12-29,0.8822919878340386
2011-12-30,0.8296139821561511
2012-01-03,0.8300537718092453
2012-01-04,0.7972999444004725
2012-01-05,0.7870412117562363
2012-01-06,0.7849143824243463
2012-01-09,0.7876928445286566
2012-01-10,0.7515541410267625
2012-01-11,0.7309485815169461
2012-01-12,0.7018313299609411
2012-01-13,0.7045091944376224
2012-01-17,0.6942960281815505
2012-01-18,0.7072043002070171
2012-01-19,0.7080491940440292
2012-01-20,0.681451268128367
2012-01-23,0.48340881347279513
2012-01-24,0.5329963894304801
2012-01-25,0.5390847156844452
2012-01-26,0.5494894486502457
2012-01-27,0.5565776003321479
2012-01-30,0.508068761088611
2012-01-31,0.48652911366176543
2012-02-01,0.4639946394955754
2012-02-02,0.5065985702359479
2012-02-03,0.506439160243075
2012-02-06,0.5581206670921784
2012-02-07,0.5423260896182345
2012-02-08,0.5402315172144869
2012-02-09,0.5312187479124284
2012-02-10,0.53216248256139
2012-02-13,0.5758226149331355
2012-02-14,0.5690561656646649
2012-02-15,0.5631568660436584
2012-02-16,0.5454803015430826
2012-02-17,0.5967002364055135
2012-02-21,0.5958582119115436
2012-02-22,0.5868485421651205
2012-02-23,0.5861613870642786
2012-02-24,0.5528352592312803
2012-02-27,0.5515100568609032
2012-02-28,0.5556971225357633
2012-02-29,0.5298755880839553
2012-03-01,0.5520351288525593
2012-03-02,0.5302262644858546
2012-03-05,0.5403223065926109
2012-03-06,0.47412254465863474
2012-03-07,0.6080415822562194
2012-03-08,0.6156526231990361
2012-03-09,0.6504258388178896
2012-03-12,0.6712751004714063
2012-03-13,0.6223907302482999
2012-03-14,0.6618563623372992
2012-03-15,0.6632540737535564
2012-03-16,0.6574829044704834
2012-03-19,0.6185234377681779
2012-03-20,0.6170655885189559
2012-03-21,0.6330232139003387
2012-03-22,0.6406592933986915
2012-03-23,0.635667761123507
2012-03-26,0.6349022649985521
2012-03-27,0.6648364708241874
2012-03-28,0.6642781902384213
2012-03-29,0.6794836391590438
2012-03-30,0.6782117033277403
2012-04-02,0.6707771245614336
2012-04-03,0.6879477812550603
2012-04-04,0.6364688946844231
2012-04-05,0.662553437184051
2012-04-09,0.6430681870310395
2012-04-10,0.6679555511446369
2012-04-11,0.736682827644611
2012-04-12,0.7099028364392752
2012-04-13,0.7326219442392002
2012-04-16,0.7338377586386413
2012-04-17,0.7198437749409436
2012-04-18,0.7557208211841026
2012-04-19,0.7638403109811545
2012-04-20,0.7616207624724559
2012-04-23,0.7589021444058034
2012-04-24,0.7548107866702347
2012-04-25,0.7272078447221677
2012-04-26,0.7367646210515202
2012-04-27,0.7396023679252159
2012-04-30,0.7382004578360362
2012-05-01,0.7335705817073811
2012-05-02,0.7303257364297584
2012-05-03,0.7187201701766355
2012-05-04,0.7123605832048701
2012-05-07,0.7329467713784308
2012-05-08,0.7168091451723417
2012-05-09,0.6638864584509712
2012-05-10,0.6643105363988033
2012-05-11,0.6588919969263103
2012-05-14,0.648790931293124
2012-05-15,0.679471531002395
2012-05-16,0.6285602889136945
2012-05-17,0.6198072914995215
2012-05-18,0.6542729190276805
2012-05-21,0.6616613856477054
2012-05-22,0.6904868307032223
2012-05-23,0.6896129161312358
2012-05-24,0.6440140123467871
2012-05-25,0.6208078351207907
2012-05-29,0.619884093080884
2012-05-30,0.6593664652060067
2012-05-31,0.667386321029016
2012-06-01,0.6686976302859516
2012-06-04,0.71897662569894
2012-06-05,0.7107783471033337
2012-06-06,0.7187631498241063
2012-06-07,0.7884729440728271
2012-06-08,0.7862811917607171
2012-06-11,0.7973729260714989
2012-06-12,0.8034195278480658
2012-06-13,0.8013552315100353
2012-06-14,0.8036527594379951
2012-06-15,0.8102720527849596
2012-06-18,0.799826379768003
2012-06-19,0.7879162596073789
2012-06-20,0.7852638517268171
2012-06-21,0.7849241037199696
2012-06-22,0.8317851121110785
2012-06-25,0.8386557802945718
2012-06-26,0.844627378906206
2012-06-27,0.8416781759948609
2012-06-28,0.8323493664757372
2012-06-29,0.8320896672509633
2012-07-02,0.8220576045489197
2012-07-03,0.82211779874998
2012-07-05,0.8130084423038434
2012-07-06,0.777618006541268
2012-07-09,0.7897309352732357
2012-07-10,0.7886987121353616
2012-07-11,0.7779712930958244
2012-07-12,0.7634893155866885
2012-07-13,0.7617271435438755
2012-07-16,0.7779676611311939
2012-07-17,0.772925112610404
2012-07-18,0.7806931651955552
2012-07-19,0.7789922938855985
2012-07-20,0.7816006088871582
2012-07-23,0.720753318523498
2012-07-24,0.7402219685011153
2012-07-25,0.7262912248798479
2012-07-26,0.7273960224061794
2012-07-27,0.7432696252296577
2012-07-30,0.775619049841096
2012-07-31,0.7325843943719614
2012-08-01,0.7390290451221037
2012-08-02,0.7479725519540137
2012-08-03,0.7549951575559148
2012-08-06,0.7872912167588586
2012-08-07,0.7844305178498527
2012-08-08,0.7618579043594778
2012-08-09,0.7717035460063586
2012-08-10,0.7765926287439557
2012-08-13,0.7595135414990354
2012-08-14,0.7610564967037523
2012-08-15,0.7594146495445113
2012-08-16,0.7750964716927901
2012-08-17,0.7757138071345268
2012-08-20,0.7874846982996888
2012-08-21,0.7659994451149523
2012-08-22,0.747581518699115
2012-08-23,0.7460677763254543
2012-08-24,0.7431028477146193
2012-08-27,0.6631850045275636
2012-08-28,0.6724604516295659
2012-08-29,0.6691307052344051
2012-08-30,0.667416038755136
2012-08-31,0.6704687534563573
2012-09-04,0.4638482839189947
2012-09-05,0.4303436181859796
2012-09-06,0.4910877731847245
2012-09-07,0.726960629510335
2012-09-10,0.6798273901759332
2012-09-11,0.6827705840207104
2012-09-12,0.6721478049540353
2012-09-13,0.6669292619206257
2012-09-14,0.7242364383649907
2012-09-17,0.7111854926157714
2012-09-18,0.70244492904736
2012-09-19,0.6959911894816178
2012-09-20,0.6812943917973824
2012-09-21,0.6673180517939046
2012-09-24,0.6343715324336907
2012-09-25,0.6127520738903809
2012-09-26,0.6372329965426836
2012-09-27,0.6347310437416431
2012-09-28,0.6343836550817515
2012-10-01,0.6137233806974199
2012-10-02,0.6077800530653593
2012-10-03,0.6195302891355804
2012-10-04,0.60030611107798
2012-10-05,0.4967542661034741
2012-10-08,0.529940229699825
2012-10-09,0.5205128105652768
2012-10-10,0.5512400923775835
2012-10-11,0.5799226144247762
2012-10-12,0.43667968204388763
2012-10-15,0.4737044553991475
2012-10-16,0.5281212709036556
2012-10-17,0.5656062082584092
2012-10-18,0.5836983050862602
2012-10-19,0.5908910854450803
2012-10-22,0.6801066262375941
2012-10-23,0.681222201303834
2012-10-24,0.7092593895401147
2012-10-25,0.7072419846946743
2012-10-26,0.7085786788640293
2012-10-31,0.7047113200628055
2012-11-01,0.7023406697324586
2012-11-02,0.6640726966160222
2012-11-05,0.6870685758482744
2012-11-06,0.6449695410435928
2012-11-07,0.6556834963269565
2012-11-08,0.7156130770690866
2012-11-09,0.7275622628674197
2012-11-12,0.7282585330839813
2012-11-13,0.7289828661950977
2012-11-14,0.730662074245476
2012-11-15,0.7276559327617567
2012-11-16,0.7085650308471787
2012-11-19,0.7119482329362721
2012-11-20,0.7539395673546755
2012-11-21,0.7368840073564994
2012-11-23,0.7408688050757799
2012-11-26,0.7382390753926649
2012-11-27,0.7174085667614543
2012-11-28,0.7210843698777487
2012-11-29,0.7286206593832927
2012-11-30,0.7426006032404964
2012-12-03,0.7609549530716625
2012-12-04,0.7560544923582854
2012-12-05,0.7710022962779252
2012-12-06,0.7432168209793981
2012-12-07,0.673351815475955
2012-12-10,0.643895161254824
2012-12-11,0.6380255717271436
2012-12-12,0.6340834217102773
2012-12-13,0.6358947926980429
2012-12-14,0.5849939219819031
2012-12-17,0.5825043023036395
2012-12-18,0.6008780218793219
2012-12-19,0.5482681685195292
2012-12-20,0.59174678926933
2012-12-21,0.5926258812537364
2012-12-24,0.6145300674739143
2012-12-26,0.6401669211303224
2012-12-27,0.6377200752672638
2012-12-28,0.6303047951340046
2012-12-31,0.666351347020665
2013-01-02,0.7424382975477667
2013-01-03,0.8179887685338004
2013-01-04,0.8175593260948348
2013-01-07,0.8583613728475333
2013-01-08,0.8552329571685914
2013-01-09,0.8589983880260349
2013-01-10,0.8524943009752641
2013-01-11,0.8587815084972129
2013-01-14,0.8553393474689472
2013-01-15,0.8500225459889182
2013-01-16,0.8481394846518604
2013-01-17,0.8485173464679525
2013-01-18,0.8455756209391592
2013-01-22,0.8345803185251538
2013-01-23,0.8344545722244702
2013-01-24,0.8138621609484602
2013-01-25,0.7965951063157165
2013-01-28,0.8040618867106313
2013-01-29,0.7964522805809011
2013-01-30,0.7431182901887374
2013-01-31,0.7114867191826098
2013-02-01,0.44073298663217275
2013-02-04,0.4801244041458648
2013-02-05,0.5880382866314318
2013-02-06,0.6163959671246307
2013-02-07,0.6098891566430518
2013-02-08,0.6329426592505982
2013-02-11,0.6155226426516234
2013-02-12,0.6115054581877071
2013-02-13,0.6058873027437649
2013-02-14,0.6075393081185039
2013-02-15,0.5907548336528817
2013-02-19,0.5789102161738754
2013-02-20,0.586353411665259
2013-02-21,0.6426394605155878
2013-02-22,0.6629382632857836
2013-02-25,0.7183811398050568
2013-02-26,0.7825078562019843
2013-02-27,0.7852946916579421
2013-02-28,0.8168321482959505
2013-03-01,0.8135716618331355
2013-03-04,0.8124343051766679
2013-03-05,0.7978466162637367
2013-03-06,0.7803152195791689
2013-03-07,0.7698121483129243
2013-03-08,0.7598941091187793
2013-03-11,0.7624572891235847
2013-03-12,0.7723536481939807
2013-03-13,0.7701623980816916
2013-03-14,0.7749420996570923
2013-03-15,0.7722306505807329
2013-03-18,0.7773347705281303
2013-03-19,0.7866943470807944
2013-03-20,0.7718018491729274
2013-03-21,0.7625359247313062
2013-03-22,0.7753855547714799
2013-03-25,0.7664272826813058
2013-03-26,0.6594962190569381
2013-03-27,0.6708372418162684
2013-03-28,0.6079836992312769
2013-04-01,0.6001995469755799
2013-04-02,0.6134531431137923
2013-04-03,0.576433678302482
2013-04-04,0.6141790148377543
2013-04-05,0.6282902965931598
2013-04-08,0.634782016655244
2013-04-09,0.6498742805189098
2013-04-10,0.624236269121297
2013-04-11,0.6526306635863333
2013-04-12,0.6513955040533482
2013-04-15,0.6437913756120612
2013-04-16,0.7818617339072662
2013-04-17,0.8074821488346997
2013-04-18,0.8271195116594127
2013-04-19,0.8012421583802526
2013-04-22,0.7935095166617975
2013-04-23,0.7869964003916237
2013-04-24,0.7828023343653612
2013-04-25,0.7183459639280497
2013-04-26,0.7177368224001451
2013-04-29,0.7197882876172192
2013-04-30,0.7197650549153639
2013-05-01,0.727588768672469
2013-05-02,0.7275397021607773
2013-05-03,0.7250762290604448
2013-05-06,0.7225609604115849
2013-05-07,0.6972328345051301
2013-05-08,0.7026522218862333
2013-05-09,0.6852951685311254
2013-05-10,0.6838626488990525
2013-05-13,0.6942593052700136
2013-05-14,0.5871705921331727
2013-05-15,0.5607194708003047
2013-05-16,0.4867805048973
2013-05-17,0.5106135177708181
2013-05-20,0.5333884352851546
2013-05-21,0.5314232156020074
2013-05-22,0.5072620583537666
2013-05-23,0.5982407678050634
2013-05-24,0.6040721811542685
2013-05-28,0.598597681349402
2013-05-29,0.5913182293647808
2013-05-30,0.6252701446934116
2013-05-31,0.5921063217257215
2013-06-03,0.6421309737045776
2013-06-04,0.6347523678447307
2013-06-05,0.6545039647185094
2013-06-06,0.6811700595824084
2013-06-07,0.7023344339067326
2013-06-10,0.7300238198098903
2013-06-11,0.7317196008208576
2013-06-12,0.7409992365334758
2013-06-13,0.7287802741057341
2013-06-14,0.76787160723832
2013-06-17,0.7688692426528502
2013-06-18,0.7670315410661094
2013-06-19,0.7906413417299495
2013-06-20,0.8087117064465041
2013-06-21,0.8569157508550628
2013-06-24,0.8426730828097173
2013-06-25,0.8423343068622741
2013-06-26,0.8570796682562862
2013-06-27,0.8750018701763875
2013-06-28,0.8791309595675659
2013-07-01,0.8755578117720666
2013-07-02,0.8631637117892752
2013-07-03,0.8600895609218405
2013-07-05,0.8500390711314647
2013-07-08,0.8424921395676317
2013-07-09,0.8350736420799016
2013-07-10,0.8350040165392983
2013-07-11,0.8283160771994376
2013-07-12,0.8312999040048411
2013-07-15,0.8126200555812099
2013-07-16,0.8064601834821539
2013-07-17,0.8112025044815163
2013-07-18,0.8052328707932563
2013-07-19,0.7783310980916328
2013-07-22,0.5507909191014141
2013-07-23,0.5728033071374176
2013-07-24,0.49484728655091614
2013-07-25,0.5124882734365239
2013-07-26,0.4869345813728995
2013-07-29,0.4873918985065806
2013-07-30,0.478703380240693
2013-07-31,0.4948951104908796
2013-08-01,0.4960612305609795
2013-08-02,0.5326888857083185
2013-08-05,0.5294903760145614
2013-08-06,0.5387911547737172
2013-08-07,0.5617420123324985
2013-08-08,0.5684957209675373
2013-08-09,0.46165891669286274
2013-08-12,0.4820339759804241
2013-08-13,0.49070876460587937
2013-08-14,0.47200940118930096
2013-08-15,0.48957544519094587
2013-08-16,0.5846471499017339
2013-08-19,0.6444395977794519
2013-08-20,0.644489962856069
2013-08-21,0.6558309295829715
2013-08-22,0.6838392518898182
2013-08-23,0.712723228599127
2013-08-26,0.7267250919980129
2013-08-27,0.726198500435028
2013-08-28,0.7230796961218265
2013-08-29,0.7106758611818852
2013-08-30,0.6497358356364251
2013-09-03,0.6433781069475388
2013-09-04,0.6326681440303165
2013-09-05,0.6528819449461911
2013-09-06,0.6631522713636344
2013-09-09,0.6544624168786051
2013-09-10,0.6866038619865841
2013-09-11,0.6966196027102243
2013-09-12,0.6825468904005848
2013-09-13,0.6732947512226777
2013-09-16,0.6294122797946534
2013-09-17,0.6157152043831874
2013-09-18,0.59574039538368
2013-09-19,0.641594799498588
2013-09-20,0.6175596564317533
2013-09-23,0.640998242480981
2013-09-24,0.6246964541412564
2013-09-25,0.6209689373398152
2013-09-26,0.571321852413668
2013-09-27,0.6009316002131935
2013-09-30,0.6326906829138228
2013-10-01,0.6488430158536469
2013-10-02,0.6679211330087135
2013-10-03,0.6581926678425395
2013-10-04,0.6915622437767547
2013-10-07,0.6948274358832416
2013-10-08,0.6913059396461917
2013-10-09,0.6769337968574289
2013-10-10,0.692097290330334
2013-10-11,0.770684620903014
2013-10-14,0.7721992427764811
2013-10-15,0.777751022093683
2013-10-16,0.7871669567581063
2013-10-17,0.78466515330687
2013-10-18,0.7861504651335616
2013-10-21,0.7583288208165879
2013-10-22,0.7773910606077359
2013-10-23,0.7747683989136441
2013-10-24,0.7714148993037222
2013-10-25,0.7668635325099409
2013-10-28,0.7644703692330329
2013-10-29,0.7456286292609258
2013-10-30,0.7439706300752701
2013-10-31,0.7536472249986368
2013-11-01,0.732728154493325
2013-11-04,0.7331116523601939
2013-11-05,0.709220832117635
2013-11-06,0.7222212060659539
2013-11-07,0.7077765759744474
2013-11-08,0.685831773748692
2013-11-11,0.6781628294053669
2013-11-12,0.6823382490813313
2013-11-13,0.6585237326306556
2013-11-14,0.6414846427671296
2013-11-15,0.635370642224696
2013-11-18,0.6640324205484371
2013-11-19,0.6754845941836681
2013-11-20,0.6701591144173711
2013-11-21,0.6793325386342679
2013-11-22,0.6937346862054743
2013-11-25,0.6818444338291713
2013-11-26,0.6983813568957684
2013-11-27,0.688289300287606
2013-11-29,0.6661431774463538
2013-12-02,0.6639655342751886
2013-12-03,0.6762070791922103
2013-12-04,0.6405913410296443
2013-12-05,0.6306215922197274
2013-12-06,0.6483775425526905
2013-12-09,0.6106622755641675
2013-12-10,0.5691261998209137
2013-12-11,0.5716154349526312
2013-12-12,0.6224444979505092
2013-12-13,0.574906395989331
2013-12-16,0.557775173164732
2013-12-17,0.5612773890280154
2013-12-18,0.555581219926954
2013-12-19,0.6596997733095878
2013-12-20,0.6550425427408064
2013-12-23,0.6523029735613931
2013-12-24,0.6489026488228669
2013-12-26,0.6531314698559534
