Date,close,ret
2011-07-29,1292.280029296875,-0.03921130501295833
2011-08-05,1199.3800048828125,-0.07188846249106629
2011-08-19,1123.530029296875,-0.04689477231202177
2011-09-23,1136.4300537109375,-0.06544350409584687
2011-11-18,1215.6500244140625,-0.038137399298147634
2011-11-25,1158.6700439453125,-0.04687202675475133
2012-05-18,1295.219970703125,-0.04298099093070595
2012-06-01,1278.0400390625,-0.03018614746163273
2014-10-10,1906.1300048828125,-0.03138879961630259
2014-12-12,2002.3299560546875,-0.035193800145776
2015-08-21,1970.8900146484373,-0.05768477875668221
2015-09-04,1921.219970703125,-0.0340143018800364
2015-11-13,2023.0400390625,-0.036280446780145414
2015-12-11,2012.3699951171875,-0.03792146470606228
2016-01-08,1922.030029296875,-0.05964456667229656
2016-02-05,1880.050048828125,-0.031021905387579984
2018-02-02,2762.1298828125,-0.03854689904443476
2018-02-09,2619.550048828125,-0.05161952552325133
2018-03-23,2588.260009765625,-0.059501963807880864
2018-10-12,2767.1298828125,-0.0410456799665293
2018-10-26,2658.68994140625,-0.03941429114160422
2018-11-23,2632.56005859375,-0.03790194688288351
2018-12-07,2633.080078125,-0.04604421008387305
2018-12-21,2416.6201171875,-0.07051283194960845
2019-08-02,2932.050048828125,-0.031002774504892416
2020-02-28,2954.219970703125,-0.11490675733559286
2020-03-13,2711.02001953125,-0.08792649883842296
2020-03-20,2304.919921875,-0.14979605267779128
2020-06-12,3041.31005859375,-0.04778435229118472
2020-10-30,3269.9599609375,-0.05639478895554584
2021-01-29,3714.239990234375,-0.03312012886709159
2022-01-21,4397.93994140625,-0.056812925721793084
2022-04-29,4131.93017578125,-0.032738019375660454
2022-05-20,3901.360107421875,-0.03045058101173459
2022-06-10,3900.860107421875,-0.05054835286161996
2022-06-17,3674.840087890625,-0.05794107281653571
2022-08-26,4057.659912109375,-0.04039751143398784
2022-09-02,3924.260009765625,-0.0328760677911033
2022-09-16,3873.330078125,-0.04770416785639919
2022-09-23,3693.22998046875,-0.04649748253405572
2022-11-04,3770.550048828125,-0.03345501166487319
2022-12-09,3934.3798828125,-0.03372548812685794
2023-03-10,3861.590087890625,-0.04549337300760414
2024-04-19,4967.22998046875,-0.030483637073390857
2024-09-06,5408.419921875,-0.04248636509769299
2025-03-07,5770.2001953125,-0.03095134850743131
2025-04-04,5074.080078125,-0.09081980250687571
