Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2019-01-22,V (Oct 2019),0.0000,0.0000,0.0000,0.0000,19.6750,0,0,0,0
2019-01-23,V (Oct 2019),0.0000,0.0000,0.0000,0.0000,19.6250,-0.0500,0,0,0
2019-01-24,V (Oct 2019),0.0000,0.0000,0.0000,0.0000,19.4500,-0.1750,0,0,0
2019-01-25,V (Oct 2019),0.0000,18.4500,21.8000,0.0000,20.1250,0.6750,0,0,0
2019-01-28,V (Oct 2019),0.0000,16.0500,22.9500,0.0000,19.5000,-0.6250,0,0,0
2019-01-29,V (Oct 2019),0.0000,18.8500,20.0000,0.0000,19.0250,-0.4750,0,0,0
2019-01-30,V (Oct 2019),0.0000,18.3500,19.7000,0.0000,19.0750,0.0500,0,0,0
2019-01-31,V (Oct 2019),0.0000,16.8000,19.0500,0.0000,17.4250,-1.6500,0,0,0
2019-02-01,V (Oct 2019),0.0000,18.8500,18.8500,0.0000,18.8750,1.4500,0,0,0
2019-02-04,V (Oct 2019),18.7900,18.8000,18.5400,18.5900,18.6000,-0.2750,84,0,72
2019-02-05,V (Oct 2019),18.4000,18.5500,18.1700,18.3200,18.3500,-0.2500,264,0,275
2019-02-06,V (Oct 2019),18.3500,18.3600,18.1600,18.1700,18.1750,-0.1750,221,0,395
2019-02-07,V (Oct 2019),18.4800,18.6600,18.2000,18.4500,18.4750,0.3000,528,0,780
2019-02-08,V (Oct 2019),18.5900,18.7000,18.3200,18.3800,18.4000,-0.0750,425,0,852
2019-02-11,V (Oct 2019),18.3500,18.5000,18.2700,18.4000,18.4250,0.0250,758,0,1415
2019-02-12,V (Oct 2019),18.1200,18.4000,18.1000,18.3300,18.3250,-0.1000,1371,0,2189
2019-02-13,V (Oct 2019),18.2600,18.3000,18.1100,18.2100,18.2250,-0.1000,974,0,2653
2019-02-14,V (Oct 2019),18.2000,18.3600,18.1300,18.3100,18.3250,0.1000,311,0,2705
2019-02-15,V (Oct 2019),18.3500,18.5000,18.1000,18.1100,18.1250,-0.2000,712,0,3006
2019-02-19,V (Oct 2019),18.0500,18.1400,17.9100,18.0600,18.0750,-0.0500,841,0,3429
2019-02-20,V (Oct 2019),18.1500,18.1500,17.8500,17.9000,17.9000,-0.1750,1660,0,4803
2019-02-21,V (Oct 2019),17.8600,18.0500,17.7300,17.8500,17.9000,0.0000,579,0,5258
2019-02-22,V (Oct 2019),17.9000,17.9100,17.4200,17.5000,17.5000,-0.4000,472,0,5346
2019-02-25,V (Oct 2019),17.4500,17.5000,17.2900,17.4500,17.4500,-0.0500,611,0,5573
2019-02-26,V (Oct 2019),17.5500,17.6000,17.3800,17.5500,17.5500,0.1000,715,0,5618
2019-02-27,V (Oct 2019),17.5500,17.7000,17.2000,17.3100,17.3000,-0.2500,1119,0,5143
2019-02-28,V (Oct 2019),17.3500,17.3600,17.1200,17.1500,17.2250,-0.0750,354,0,5125
2019-03-01,V (Oct 2019),17.1300,17.2000,16.8900,16.9400,16.9500,-0.2750,1057,0,4679
2019-03-04,V (Oct 2019),16.9100,17.3500,16.8300,17.0300,17.0500,0.1000,1031,0,3985
2019-03-05,V (Oct 2019),17.0700,17.2500,17.0300,17.0600,17.0750,0.0250,884,0,3554
2019-03-06,V (Oct 2019),17.0700,17.3300,17.0600,17.3200,17.3250,0.2500,296,0,3487
